dataset,model,layer,target,subject,pearsonr,pearsonr_nc,ev,ev_nc,enc_rsa,enc_cka
TVSD,Transformer,features/visual-blocks-2,V4,monkeyN,0.6948771223606112,0.710220584754804,0.47815731230631775,0.4985470226306843,0.6289539906632676,0.7242520790480874
TVSD,Transformer,features/visual-blocks-2,IT,monkeyN,0.6084913504324315,0.6224153273584119,0.34967943276646474,0.3642690138304122,0.4565849837058116,0.47083428359238194
TVSD,Transformer,features/visual-blocks-22,V1,monkeyF,0.5309175344868586,0.5461477608906974,0.27309593727573456,0.2882265236664362,0.2912512384713877,0.4743954212632392
TVSD,Transformer,features/visual-blocks-22,V4,monkeyF,0.5806827937619742,0.591879190402064,0.33212932456596117,0.3442353482260148,0.3612409429599961,0.5876243525874913
TVSD,Transformer,features/visual-blocks-22,IT,monkeyF,0.6449112858784708,0.6685717970870942,0.388417554708329,0.41839979683410194,0.5872809502311406,0.6438658183718796
TVSD,Transformer,features/visual-blocks-22,V1,monkeyN,0.5774278219312895,0.58524040694206,0.3249823757257285,0.33424586459610284,0.23481412386350933,0.5405033139887792
TVSD,Transformer,features/visual-blocks-22,V4,monkeyN,0.6299327954374679,0.6440190195692381,0.38244359869712763,0.40046758612904915,0.4926877781038998,0.5997311210702257
TVSD,Transformer,features/visual-blocks-22,IT,monkeyN,0.6889688434120171,0.7046567650574379,0.4466142166779236,0.4651506797013255,0.38007161532974465,0.738973948757368
TVSD,Transformer,features/visual-blocks-6,V1,monkeyF,0.7310497631342285,0.7521764882865751,0.5344217228670879,0.5637860560323839,0.6297531239939684,0.7802946279833326
TVSD,Transformer,features/visual-blocks-6,V4,monkeyF,0.7232945722818475,0.7375207304855013,0.5161900497044569,0.536003862614393,0.5797235303644048,0.7476032562625508
TVSD,Transformer,features/visual-blocks-6,IT,monkeyF,0.6944026890894645,0.7200963295518995,0.4670785533718919,0.5029712802513345,0.650376119372373,0.6566111088511366
TVSD,Transformer,features/visual-blocks-6,V1,monkeyN,0.7672465867677356,0.7775378091950117,0.591255982138655,0.6074363397198567,0.5264808839343779,0.8309529648678692
TVSD,Transformer,features/visual-blocks-6,V4,monkeyN,0.7444757359788314,0.7607907381072578,0.5426281777833174,0.5654336511916933,0.6909621728911417,0.770509873582298
TVSD,Transformer,features/visual-blocks-6,IT,monkeyN,0.7467273044584579,0.764191558378765,0.5349332944001911,0.5589114749068698,0.5742269302507642,0.731317539851598
