dataset,model,layer,target,subject,pearsonr,pearsonr_nc,ev,ev_nc,enc_rsa,enc_cka
EEG2,ResNet,features/layer2-0,late_500_800ms,sub-03,0.040969207859407886,0.11456279670916741,-0.1427262855935911,0.0019894216457776656,0.07083910152435088,-0.0022926987068417055
EEG2,ResNet,features/layer2-0,late_500_800ms,sub-04,0.04309429699319011,0.15884969010076752,-0.11003760746779133,0.010538774248281334,-0.04096454494324536,0.0053890522038513985
EEG2,ResNet,features/layer2-0,late_500_800ms,sub-05,0.20943787227936309,0.4811345955511021,-0.0200575941938543,0.12432009462723366,0.05852313018954653,0.04288577709817923
EEG2,ResNet,features/layer2-0,late_500_800ms,sub-06,0.1925863383541311,0.43924041286952087,-0.003180096789360921,0.12688172324056446,0.01642796293110669,0.031133786897643168
EEG2,ResNet,features/layer2-0,late_500_800ms,sub-07,0.06861380752636578,0.19126743242925365,-0.0694358908318609,0.012917693711608379,0.02543863638008086,0.0002144965832736429
EEG2,ResNet,features/layer2-0,late_500_800ms,sub-08,0.05214096345321054,0.1508028257060464,-0.19792530053750987,0.002352575486989495,0.016020688028259233,0.003368178178789067
EEG2,ResNet,features/layer2-0,late_500_800ms,sub-09,0.07484517148876331,0.19997221430764073,-0.10309021900772058,0.005738169269865255,0.06184570578286365,0.004534195464686764
EEG2,ResNet,features/layer2-0,late_500_800ms,sub-10,0.16076735177299734,0.36586790247847195,-0.11482341084687685,0.03234045774117272,0.08613072391705266,0.0338561428133473
EEG2,ResNet,features/layer3-0,early_0_200ms,sub-01,0.49305252189927845,0.6741613295839727,0.21974786605002075,0.41030119862450887,0.17845674160698816,0.10201846739134875
EEG2,ResNet,features/layer3-0,early_0_200ms,sub-02,0.4427783737754171,0.6463409359409814,0.12336280376050941,0.25056831377410266,0.34431425898257906,0.3256250073948782
EEG2,ResNet,features/layer3-0,early_0_200ms,sub-03,0.555057595152613,0.6817320169884692,0.22329956377545288,0.3826431234117976,0.5669313974140715,0.5755057825281497
EEG2,ResNet,features/layer3-0,early_0_200ms,sub-04,0.5387058220870936,0.6947290277050266,0.25492079270735163,0.4317589791714592,0.23073243587594994,0.1610741297425902
EEG2,ResNet,features/layer3-0,early_0_200ms,sub-05,0.5698670897276391,0.6862349271265941,0.3471377468293221,0.4875357744199541,0.6778808252862286,0.7246120796546895
EEG2,ResNet,features/layer3-0,early_0_200ms,sub-06,0.5937767042607236,0.7446433626987693,0.3305376681510744,0.49484537209367635,0.5547315133658186,0.5017044367103586
EEG2,ResNet,features/layer3-0,early_0_200ms,sub-07,0.5448740947189239,0.6641780585621603,0.3138522833092922,0.4838728667156281,0.7248382949885258,0.7384751295540259
EEG2,ResNet,features/layer3-0,early_0_200ms,sub-08,0.5191248383150843,0.6116445693033286,0.2298934435127686,0.32803635362859657,0.4241225081870093,0.3747030852394145
EEG2,ResNet,features/layer3-0,early_0_200ms,sub-09,0.5640732539922751,0.808260908276767,0.23047183608371005,0.4535953750646026,0.473021985540076,0.41658240497681187
EEG2,ResNet,features/layer3-0,early_0_200ms,sub-10,0.4971426607821461,0.6157352511091235,0.2241007051680455,0.35074809374292304,0.5115375446530901,0.40578061200280324
