dataset,model,layer,target,subject,pearsonr,pearsonr_nc,ev,ev_nc,enc_rsa,enc_cka
NSD,ResNet,features/layer3-0,OPA,subj02,0.4059448986726327,0.6764956794692838,0.17678457223988683,0.45771273579194954,0.4367314394687089,0.34338862361497013
NSD,ResNet,features/layer3-0,EBA,subj02,0.3999017353345552,0.630115203954154,0.17567920728794778,0.39005560430504055,0.4781329778468963,0.4594047145864895
NSD,ResNet,features/layer3-10,V1v,subj02,0.5508371399197676,0.8012842077849289,0.33647441537604345,0.6440739791550443,0.6204201554583086,0.6563990384499644
NSD,ResNet,features/layer3-10,V2v,subj02,0.503759534731615,0.7800924332947807,0.28589000252479707,0.6129561401779928,0.6007513886653508,0.6194865017302466
NSD,ResNet,features/layer3-10,V3v,subj02,0.5084552049742015,0.7900111187192136,0.2853725979469602,0.6248368034304546,0.5483071987290802,0.5904217632016382
NSD,ResNet,features/layer3-10,hV4,subj02,0.5286487330071209,0.7956953899774503,0.2984465151780517,0.631202883291532,0.5193723481431712,0.5470792310639685
NSD,ResNet,features/layer3-10,FFA-1,subj02,0.4382072517051035,0.715669802322098,0.2093100783668542,0.508459819446779,0.5074422420359057,0.5014244557371152
NSD,ResNet,features/layer3-10,VWFA-1,subj02,0.3990985642156793,0.6712243977786837,0.17157915044730515,0.44438865741658895,0.47408758044337185,0.4151969821957045
NSD,ResNet,features/layer3-10,PPA,subj02,0.4976207694869417,0.8167245300593893,0.2668372849932153,0.6686222895616831,0.5363481111983841,0.591535714385402
NSD,ResNet,features/layer3-10,OPA,subj02,0.4392511620412569,0.7333211184426018,0.20593922386490016,0.5373470298546422,0.4813925239637816,0.3949117165377691
NSD,ResNet,features/layer3-10,EBA,subj02,0.4351419833097043,0.686963188226852,0.2084184482374318,0.4663275572838613,0.568403066272937,0.5312331241340522
NSD,ResNet,features/layer3-15,V1v,subj02,0.5463730836506886,0.7944589139399341,0.33165840300647537,0.6343115944821776,0.6162251554466881,0.6564509953806177
NSD,ResNet,features/layer3-15,V2v,subj02,0.5028417037520838,0.7783494971361485,0.2856885511643807,0.6119377449707842,0.6032647378285353,0.6260824426957171
NSD,ResNet,features/layer3-15,V3v,subj02,0.5118850879430799,0.7958179396073709,0.28920609854886886,0.6347050043707643,0.5540697813187683,0.6014163212143683
NSD,ResNet,features/layer3-15,hV4,subj02,0.5372316286876748,0.8088871338974061,0.3081753270200945,0.6526449119776244,0.533794817190114,0.5644952689189161
NSD,ResNet,features/layer3-15,FFA-1,subj02,0.45668174531025685,0.7454798285266921,0.2288430418899321,0.5543687708577034,0.5731812002722186,0.5470279058643558
NSD,ResNet,features/layer3-15,VWFA-1,subj02,0.42295007451483374,0.7118546606891654,0.193452355771768,0.502753120416196,0.5457285097494711,0.45941377673913975
NSD,ResNet,features/layer3-15,PPA,subj02,0.5153542922025686,0.8472724232371234,0.28536679605449483,0.7187658341584172,0.5625126828483581,0.6234672725785144
NSD,ResNet,features/layer3-15,OPA,subj02,0.46232505488259346,0.7724526431328932,0.22759386747510654,0.5956913482599635,0.5144788874614242,0.4377619988119068
NSD,ResNet,features/layer3-15,EBA,subj02,0.4651845965809165,0.7347308656368807,0.2396467396531972,0.5369570293858779,0.6532873460811528,0.5998468238251803
NSD,ResNet,features/layer3-20,V1v,subj02,0.5397543644929553,0.7847666274757102,0.3238849706768435,0.6190610034016368,0.6046415575992374,0.6484903005084135
NSD,ResNet,features/layer3-20,V2v,subj02,0.4978663287755413,0.7703444480445153,0.2805691203668839,0.6002269028019088,0.5966074752752867,0.6196976744669203
NSD,ResNet,features/layer3-20,V3v,subj02,0.5081341016670124,0.7899505756666706,0.2850601343736282,0.6257196296642498,0.5471314211911341,0.5931699865365078
NSD,ResNet,features/layer3-20,hV4,subj02,0.5364755941518529,0.8073861165658516,0.30757332455668596,0.6505408614804729,0.5319460329758644,0.564755259174284
NSD,ResNet,features/layer3-20,FFA-1,subj02,0.4601133219623391,0.750930626981688,0.23219870472630602,0.5624705405789767,0.5783499750611261,0.557461013491985
NSD,ResNet,features/layer3-20,VWFA-1,subj02,0.42641591218814545,0.7174484074882402,0.1969549544619545,0.5114979309882144,0.5516560646035226,0.4682043620164169
NSD,ResNet,features/layer3-20,PPA,subj02,0.5170748699798176,0.8501500718158577,0.2873417759971157,0.7239870656092786,0.5694864626919817,0.6258316891581127
